Location.Country|Location.Region|Location.Altitude.Average|Year|Data.Type.Species|Data.Scores.Total
Mexico|ocotepeque|8|2018|Arabica|64
Sumatra|santa rosa|1354|2014|Arabica|61
Mexico|santa rosa|666|2013|Arabica|87
Colombia|santa rosa|1863|2010|Arabica|66
Vietnam|huehuetenango|264|2015|Arabica|79
Nicaragua|huehuetenango|411|2015|Arabica|62
Peru|comayagua|728|2017|Arabica|83
India|santa rosa|1821|2011|Arabica|70
Mexico|jalapa|11|2018|Arabica|68
Sumatra|dala|601|2013|Arabica|83
Sumatra|dala|1905|2015|Arabica|87
Mexico|oriente|890|2014|Arabica|69
Mexico|ocotepeque|1379|2014|Arabica|68
Ethiopia|oriente|1331|2014|Arabica|77
Colombia|comayagua|1019|2013|Arabica|78
Peru|dala|630|2012|Arabica|78
Brazil|ocotepeque|207|2018|Arabica|78
Ethiopia|san marcos|1251|2010|Robusta|87
Brazil|jalapa|344|2011|Arabica|63
Colombia|jalapa|1004|2015|Arabica|76
India|ocotepeque|441|2014|Arabica|66
India|huehuetenango|1216|2012|Arabica|83
Vietnam|dala|1596|2014|Arabica|61
Guatemala|santa rosa|1969|2016|Arabica|84
Colombia|jalapa|441|2012|Arabica|85
India|dala|1306|2013|Arabica|70
Brazil|santa rosa|1795|2013|Arabica|68
Sumatra|vercruz|627|2015|Arabica|78
India|vercruz|813|2017|Arabica|86
Ethiopia|comayagua|930|2018|Arabica|82
Brazil|santa rosa|555|2018|Arabica|87
Guatemala|ocotepeque|1519|2018|Arabica|62
Guatemala|ocotepeque|852|2015|Arabica|84
Ethiopia|santa rosa|1788|2013|Robusta|66
Colombia|oriente|1823|2010|Arabica|79
Vietnam|dala|685|2017|Arabica|71
Ethiopia|vercruz|1851|2018|Arabica|73
Nicaragua|dala|1979|2014|Arabica|87
India|comayagua|33|2015|Arabica|90
Guatemala|oriente|554|2017|Arabica|82
Colombia|ocotepeque|1706|2015|Arabica|68
India|huehuetenango|1554|2018|Arabica|63
Guatemala|jalapa|225|2017|Arabica|84
Ethiopia|ocotepeque|1162|2015|Arabica|66
Peru|oriente|1928|2018|Arabica|66
Colombia|san marcos|646|2012|Arabica|83
India|comayagua|1057|2013|Arabica|85
Nicaragua|santa rosa|1293|2017|Arabica|60
Ethiopia|santa rosa|197|2012|Arabica|64
Ethiopia|oriente|1393|2013|Arabica|65
Guatemala|jalapa|1897|2017|Arabica|79
Colombia|vercruz|1794|2011|Arabica|75
Sumatra|santa rosa|995|2018|Arabica|87
India|huehuetenango|1600|2012|Robusta|64
Sumatra|santa rosa|887|2011|Arabica|74
Peru|oriente|700|2013|Arabica|65
Ethiopia|huehuetenango|494|2018|Arabica|75
Guatemala|huehuetenango|325|2011|Arabica|65
Brazil|san marcos|1581|2011|Robusta|74
Peru|ocotepeque|1404|2017|Arabica|73
Brazil|jalapa|1952|2016|Arabica|88
Guatemala|vercruz|770|2016|Arabica|78
Sumatra|jalapa|1186|2014|Arabica|70
Nicaragua|san marcos|1062|2012|Arabica|74
Brazil|vercruz|1982|2013|Robusta|63
Sumatra|oriente|195|2012|Arabica|60
Nicaragua|santa rosa|278|2014|Robusta|68
Nicaragua|kiambu|105|2015|Arabica|76
Colombia|comayagua|1387|2010|Arabica|83
Sumatra|huehuetenango|1615|2010|Arabica|80
Nicaragua|vercruz|1884|2015|Arabica|84
Vietnam|ocotepeque|842|2013|Arabica|63
Colombia|vercruz|346|2015|Arabica|61
Ethiopia|huehuetenango|97|2012|Arabica|67
Peru|comayagua|300|2012|Robusta|64
Vietnam|vercruz|957|2016|Arabica|86
Brazil|comayagua|588|2018|Robusta|66
Vietnam|santa rosa|563|2017|Arabica|77
Mexico|jalapa|1756|2017|Arabica|68
Vietnam|jalapa|21|2012|Arabica|81
Colombia|jalapa|1880|2011|Arabica|86
Sumatra|dala|1118|2013|Arabica|74
Colombia|dala|1904|2013|Arabica|68
Mexico|comayagua|1488|2016|Arabica|82
Brazil|dala|745|2016|Arabica|77
Colombia|san marcos|1665|2013|Arabica|88
Mexico|ocotepeque|1196|2010|Arabica|85
Sumatra|san marcos|608|2017|Arabica|64
Sumatra|comayagua|1919|2013|Arabica|60
Guatemala|dala|1403|2015|Arabica|87
Nicaragua|ocotepeque|1562|2010|Arabica|76
Brazil|oriente|1831|2010|Arabica|71
Vietnam|ocotepeque|1091|2015|Arabica|86
Nicaragua|oriente|1654|2013|Arabica|70
Guatemala|jalapa|1626|2015|Arabica|81
Colombia|oriente|776|2017|Arabica|64
Ethiopia|santa rosa|371|2016|Arabica|71
Nicaragua|santa rosa|896|2010|Arabica|73
Nicaragua|ocotepeque|1075|2015|Arabica|78
Colombia|ocotepeque|788|2011|Arabica|65
Guatemala|santa rosa|882|2014|Arabica|65
Colombia|dala|1757|2012|Robusta|69
Colombia|santa rosa|669|2010|Arabica|75
Sumatra|jalapa|450|2010|Arabica|64
Ethiopia|dala|799|2017|Arabica|74
Guatemala|comayagua|184|2015|Arabica|71
Ethiopia|comayagua|1378|2010|Arabica|83
Nicaragua|huehuetenango|363|2018|Arabica|89
Colombia|santa rosa|402|2016|Arabica|61
Vietnam|jalapa|62|2013|Arabica|70
India|huehuetenango|1770|2017|Arabica|60
Mexico|santa rosa|281|2010|Arabica|80
Mexico|vercruz|839|2010|Arabica|78
Peru|huehuetenango|1497|2013|Arabica|81
Guatemala|huehuetenango|879|2013|Arabica|74
Nicaragua|jalapa|1034|2012|Arabica|76
Guatemala|ocotepeque|518|2015|Arabica|81
Brazil|santa rosa|873|2016|Arabica|72
Brazil|san marcos|1020|2018|Arabica|74
Guatemala|ocotepeque|1952|2016|Robusta|60
Guatemala|vercruz|1065|2017|Arabica|86
Sumatra|oriente|1611|2018|Arabica|64
Nicaragua|jalapa|1559|2010|Arabica|64
Vietnam|santa rosa|164|2017|Arabica|60
India|huehuetenango|1501|2011|Arabica|68
Guatemala|comayagua|719|2013|Arabica|86
Mexico|oriente|36|2011|Arabica|84
Nicaragua|comayagua|371|2014|Arabica|66
Brazil|ocotepeque|1845|2010|Arabica|88
Guatemala|kiambu|1369|2010|Arabica|81
Colombia|dala|1564|2011|Arabica|68
Mexico|oriente|1493|2015|Arabica|79
Ethiopia|comayagua|218|2013|Arabica|87
Colombia|ocotepeque|390|2018|Arabica|69
Vietnam|huehuetenango|647|2017|Robusta|66
Ethiopia|comayagua|695|2015|Arabica|64
India|jalapa|229|2015|Arabica|68
Guatemala|san marcos|74|2012|Robusta|90
Vietnam|vercruz|1842|2017|Arabica|72
India|dala|133|2016|Arabica|83
Nicaragua|dala|1410|2017|Arabica|87
Mexico|dala|610|2015|Arabica|86
Vietnam|oriente|403|2018|Arabica|90
Guatemala|comayagua|753|2010|Arabica|89
Brazil|jalapa|1764|2011|Arabica|88
Mexico|huehuetenango|971|2018|Arabica|63
Colombia|vercruz|1226|2016|Arabica|78
Guatemala|vercruz|261|2016|Arabica|78
Sumatra|comayagua|839|2017|Arabica|85
Ethiopia|san marcos|989|2013|Arabica|60
Ethiopia|san marcos|650|2012|Robusta|81
Brazil|oriente|593|2012|Arabica|85
Mexico|dala|1120|2017|Arabica|79
Ethiopia|huehuetenango|1354|2016|Arabica|70
Vietnam|dala|542|2016|Arabica|60
India|jalapa|1518|2015|Arabica|84
Brazil|kiambu|488|2018|Arabica|67
Ethiopia|jalapa|1823|2011|Arabica|62
Peru|santa rosa|938|2018|Arabica|88
Colombia|ocotepeque|767|2016|Arabica|71
Ethiopia|san marcos|363|2013|Robusta|88
Mexico|santa rosa|167|2013|Arabica|80
Colombia|kiambu|1743|2012|Arabica|88
Mexico|jalapa|1017|2016|Arabica|78
Brazil|comayagua|1005|2010|Arabica|73
Nicaragua|oriente|1814|2014|Arabica|78
Colombia|ocotepeque|632|2018|Arabica|82
India|comayagua|119|2016|Arabica|60
Ethiopia|huehuetenango|1300|2016|Arabica|64
Ethiopia|jalapa|608|2010|Arabica|90
Sumatra|kiambu|60|2013|Arabica|66
Peru|vercruz|488|2014|Arabica|74
Nicaragua|jalapa|1175|2018|Arabica|76
Nicaragua|jalapa|1105|2013|Arabica|79
Sumatra|comayagua|610|2016|Arabica|76
India|comayagua|1727|2014|Arabica|76
India|vercruz|1365|2015|Robusta|64
Vietnam|comayagua|654|2017|Arabica|66
Mexico|oriente|1140|2015|Arabica|74
India|kiambu|1583|2018|Robusta|60
Vietnam|san marcos|93|2015|Arabica|64
Vietnam|oriente|707|2012|Arabica|75
Ethiopia|santa rosa|1|2010|Arabica|71
Colombia|santa rosa|1430|2018|Arabica|69
Nicaragua|santa rosa|382|2011|Arabica|71
India|san marcos|1298|2016|Robusta|89
Sumatra|ocotepeque|1449|2015|Arabica|80
Sumatra|jalapa|208|2013|Arabica|63
Sumatra|santa rosa|1279|2015|Arabica|71
Peru|kiambu|1392|2017|Arabica|68
Peru|oriente|55|2013|Arabica|85
India|comayagua|956|2017|Arabica|84
Ethiopia|dala|1243|2010|Arabica|64
Ethiopia|jalapa|1522|2013|Arabica|86
Peru|huehuetenango|541|2014|Arabica|80
India|jalapa|619|2014|Arabica|62
Ethiopia|santa rosa|1365|2015|Arabica|76
Guatemala|oriente|422|2016|Arabica|81
Ethiopia|jalapa|1493|2017|Robusta|81
Ethiopia|oriente|567|2018|Arabica|89
Guatemala|oriente|623|2010|Arabica|67
Ethiopia|dala|518|2013|Arabica|81
Vietnam|santa rosa|1925|2012|Arabica|61
Guatemala|vercruz|1053|2013|Robusta|65
Nicaragua|huehuetenango|1180|2014|Arabica|65
Nicaragua|dala|1837|2015|Arabica|72
Colombia|kiambu|772|2014|Arabica|85
Vietnam|san marcos|1814|2012|Arabica|71
Mexico|jalapa|1578|2011|Arabica|68
Sumatra|san marcos|698|2015|Arabica|72
Mexico|comayagua|1122|2018|Arabica|90
Peru|huehuetenango|1283|2017|Arabica|66
Brazil|santa rosa|1604|2012|Arabica|64
Vietnam|kiambu|531|2013|Arabica|64
Mexico|san marcos|1169|2014|Arabica|86
Vietnam|santa rosa|992|2014|Robusta|62
Colombia|vercruz|618|2010|Arabica|62
India|vercruz|571|2015|Arabica|60
India|jalapa|638|2010|Arabica|89
Vietnam|huehuetenango|588|2010|Arabica|76
Guatemala|dala|1944|2016|Arabica|78
Colombia|jalapa|700|2011|Arabica|67
Brazil|ocotepeque|1187|2011|Arabica|61
Guatemala|comayagua|268|2013|Arabica|73
Guatemala|kiambu|1386|2010|Arabica|67
Brazil|kiambu|1805|2018|Arabica|77
Guatemala|jalapa|468|2011|Arabica|83
Guatemala|oriente|535|2013|Arabica|71
Mexico|kiambu|188|2010|Arabica|77
Sumatra|jalapa|347|2011|Arabica|66
Mexico|kiambu|1460|2016|Arabica|71
Nicaragua|huehuetenango|1247|2013|Arabica|60
Sumatra|dala|1192|2018|Arabica|70
Sumatra|vercruz|1751|2018|Arabica|68
Mexico|comayagua|672|2014|Arabica|80
Colombia|comayagua|862|2016|Arabica|67
Colombia|ocotepeque|1652|2014|Arabica|60
Vietnam|san marcos|357|2018|Arabica|83
Ethiopia|comayagua|1483|2015|Arabica|90
India|vercruz|1941|2012|Arabica|78
Vietnam|santa rosa|1596|2011|Arabica|84
Mexico|ocotepeque|228|2012|Arabica|81
Mexico|santa rosa|1137|2010|Robusta|80
Mexico|ocotepeque|1615|2011|Arabica|70
Nicaragua|oriente|759|2013|Arabica|63
Vietnam|vercruz|1219|2011|Arabica|77
Ethiopia|huehuetenango|1735|2012|Robusta|83
Brazil|jalapa|331|2013|Arabica|68
Vietnam|huehuetenango|381|2016|Arabica|76
Brazil|ocotepeque|747|2010|Arabica|74
Colombia|dala|1673|2018|Arabica|86
Vietnam|santa rosa|1326|2014|Arabica|67
India|san marcos|1743|2015|Arabica|67
Sumatra|kiambu|261|2015|Arabica|67
Vietnam|huehuetenango|253|2017|Arabica|65
Brazil|comayagua|1841|2015|Arabica|76
Colombia|kiambu|1364|2016|Robusta|62
Sumatra|comayagua|1238|2012|Arabica|73
Brazil|comayagua|1579|2017|Arabica|76
Nicaragua|comayagua|1570|2016|Arabica|80
Ethiopia|kiambu|215|2015|Arabica|79
Brazil|san marcos|1799|2013|Arabica|83
Colombia|oriente|1460|2014|Arabica|75
Ethiopia|huehuetenango|959|2014|Arabica|78
Guatemala|dala|1618|2011|Arabica|64
Brazil|huehuetenango|810|2010|Arabica|77
Guatemala|san marcos|1138|2012|Robusta|66
Peru|kiambu|172|2010|Arabica|61
Colombia|huehuetenango|268|2012|Arabica|68
Mexico|huehuetenango|1866|2018|Arabica|72
Brazil|comayagua|929|2012|Arabica|75
Guatemala|ocotepeque|1440|2015|Arabica|89
Mexico|vercruz|357|2014|Arabica|84
Guatemala|ocotepeque|1870|2010|Arabica|75
Vietnam|oriente|587|2016|Arabica|67
Colombia|comayagua|1696|2013|Arabica|67
Colombia|kiambu|868|2012|Arabica|68
Brazil|vercruz|219|2015|Arabica|87
Peru|ocotepeque|1574|2010|Arabica|77
Ethiopia|vercruz|1459|2017|Arabica|76
Mexico|vercruz|1063|2014|Arabica|77
Guatemala|comayagua|1442|2014|Arabica|85
Brazil|huehuetenango|1871|2016|Arabica|77
Nicaragua|jalapa|1135|2012|Arabica|63
Vietnam|kiambu|1686|2016|Robusta|77
Vietnam|ocotepeque|202|2014|Arabica|63
Brazil|ocotepeque|190|2010|Arabica|72
India|dala|898|2012|Arabica|87
Mexico|san marcos|847|2014|Arabica|89
Mexico|santa rosa|691|2011|Arabica|85
Guatemala|dala|1104|2013|Arabica|87
Colombia|jalapa|1723|2013|Arabica|69
Vietnam|ocotepeque|1682|2018|Robusta|76
Nicaragua|ocotepeque|1499|2014|Arabica|83
Sumatra|vercruz|1870|2012|Robusta|62
India|ocotepeque|429|2013|Arabica|72
Sumatra|vercruz|1745|2013|Arabica|79
Peru|comayagua|313|2013|Arabica|90
Sumatra|comayagua|1995|2012|Arabica|76
Guatemala|san marcos|1932|2013|Robusta|84
Sumatra|oriente|959|2010|Arabica|60
Ethiopia|dala|1820|2013|Arabica|77
Ethiopia|comayagua|457|2018|Arabica|69
Sumatra|oriente|1994|2010|Arabica|77
Colombia|vercruz|1500|2016|Arabica|65
India|san marcos|1199|2011|Arabica|62
Guatemala|comayagua|1210|2016|Arabica|78
Peru|dala|520|2011|Arabica|73
Vietnam|huehuetenango|654|2018|Arabica|67
Sumatra|ocotepeque|1669|2017|Arabica|74
Brazil|dala|619|2011|Arabica|74
India|comayagua|712|2015|Arabica|84
Guatemala|huehuetenango|427|2016|Arabica|88
Mexico|comayagua|1838|2018|Arabica|86
Vietnam|dala|1308|2012|Arabica|89
Mexico|huehuetenango|595|2012|Arabica|61
Ethiopia|kiambu|550|2011|Arabica|81
Vietnam|jalapa|1441|2011|Arabica|69
Colombia|jalapa|852|2011|Arabica|84
Brazil|oriente|1012|2014|Arabica|66
Mexico|huehuetenango|147|2016|Arabica|79
Brazil|jalapa|1160|2012|Arabica|89
India|dala|9|2011|Robusta|75
Peru|san marcos|594|2018|Robusta|81
Brazil|comayagua|1219|2017|Arabica|84
Sumatra|oriente|837|2013|Arabica|62
Nicaragua|santa rosa|1890|2013|Arabica|84
Peru|huehuetenango|7|2013|Arabica|79
Guatemala|jalapa|118|2016|Arabica|64
Guatemala|santa rosa|1458|2011|Arabica|74
Mexico|huehuetenango|670|2013|Arabica|81
Vietnam|vercruz|488|2018|Arabica|72
Nicaragua|san marcos|1629|2014|Arabica|89
Ethiopia|vercruz|131|2012|Arabica|86
Peru|comayagua|243|2015|Arabica|65
Mexico|comayagua|490|2010|Arabica|64
Ethiopia|kiambu|221|2014|Arabica|73
Sumatra|ocotepeque|1875|2014|Robusta|64
Nicaragua|kiambu|1522|2018|Arabica|73
Guatemala|vercruz|1209|2015|Arabica|80
Mexico|vercruz|257|2010|Arabica|73
Guatemala|santa rosa|1373|2011|Arabica|77
Nicaragua|santa rosa|1062|2010|Robusta|75
Sumatra|oriente|296|2011|Arabica|63
Vietnam|ocotepeque|271|2017|Arabica|66
Nicaragua|vercruz|1978|2015|Arabica|87
Sumatra|comayagua|93|2016|Arabica|62
Ethiopia|santa rosa|37|2015|Arabica|63
Guatemala|dala|1408|2010|Arabica|78
Mexico|oriente|823|2014|Arabica|90
Sumatra|comayagua|193|2014|Arabica|81
Colombia|oriente|1284|2010|Robusta|67
Nicaragua|ocotepeque|748|2014|Arabica|86
Mexico|jalapa|476|2015|Arabica|81
Sumatra|oriente|362|2013|Arabica|69
Peru|oriente|1606|2012|Arabica|70
Guatemala|santa rosa|1279|2011|Arabica|70
Peru|huehuetenango|639|2016|Arabica|83
Mexico|vercruz|14|2011|Arabica|67
Ethiopia|oriente|60|2011|Arabica|86
Mexico|santa rosa|1397|2013|Arabica|83
Mexico|jalapa|102|2017|Arabica|85
Guatemala|kiambu|989|2010|Arabica|90
Mexico|ocotepeque|183|2016|Arabica|67
Mexico|comayagua|1189|2011|Arabica|85
Peru|ocotepeque|1858|2011|Arabica|83
Sumatra|santa rosa|1953|2014|Arabica|83
Nicaragua|vercruz|348|2016|Arabica|74
Mexico|kiambu|599|2010|Arabica|65
Peru|vercruz|1475|2010|Arabica|68
Nicaragua|huehuetenango|775|2011|Robusta|60
Guatemala|santa rosa|1124|2017|Arabica|65
Vietnam|huehuetenango|12|2012|Arabica|68
Colombia|vercruz|312|2015|Arabica|79
Nicaragua|oriente|1127|2017|Arabica|70
Brazil|santa rosa|650|2016|Arabica|70
Nicaragua|san marcos|1749|2012|Arabica|64
Vietnam|comayagua|1718|2018|Arabica|71
India|comayagua|629|2018|Arabica|76
Guatemala|comayagua|418|2010|Arabica|83
Guatemala|oriente|486|2018|Arabica|78
Peru|santa rosa|261|2016|Arabica|74
Mexico|ocotepeque|1807|2013|Arabica|66
Vietnam|kiambu|132|2011|Arabica|90
Guatemala|dala|810|2016|Arabica|62
Guatemala|santa rosa|148|2011|Arabica|82
Brazil|huehuetenango|488|2015|Arabica|79
Nicaragua|santa rosa|134|2017|Arabica|81
Nicaragua|san marcos|1250|2010|Arabica|77
Colombia|comayagua|1964|2016|Arabica|82
Colombia|jalapa|392|2014|Arabica|88
Brazil|dala|596|2016|Arabica|84
Brazil|ocotepeque|1880|2018|Robusta|63
Ethiopia|kiambu|1061|2016|Arabica|67
Colombia|huehuetenango|1937|2011|Arabica|77
Colombia|huehuetenango|1312|2017|Arabica|88
Mexico|dala|414|2011|Arabica|74
Vietnam|comayagua|1124|2017|Arabica|71
Brazil|vercruz|552|2013|Arabica|64
Sumatra|huehuetenango|1556|2013|Arabica|84
Sumatra|huehuetenango|1228|2014|Arabica|88
Colombia|santa rosa|39|2013|Arabica|63
Peru|vercruz|1346|2010|Arabica|66
Vietnam|dala|430|2015|Arabica|82
Nicaragua|santa rosa|1405|2012|Arabica|65
Peru|comayagua|1978|2016|Arabica|77
Nicaragua|vercruz|1933|2018|Arabica|73
Guatemala|kiambu|349|2012|Arabica|77
Guatemala|vercruz|529|2012|Arabica|63
India|kiambu|601|2016|Arabica|90
Guatemala|vercruz|1339|2011|Arabica|78
Vietnam|san marcos|1049|2015|Arabica|62
Sumatra|ocotepeque|523|2011|Arabica|82
Brazil|santa rosa|513|2017|Arabica|89
Brazil|dala|1346|2017|Arabica|79
Peru|dala|1946|2016|Arabica|83
India|santa rosa|803|2015|Arabica|78
Vietnam|comayagua|502|2015|Arabica|78
Colombia|santa rosa|634|2017|Robusta|87
Colombia|comayagua|1879|2012|Arabica|86
Sumatra|oriente|1535|2010|Arabica|75
Mexico|jalapa|1521|2015|Arabica|87
Peru|oriente|1344|2010|Arabica|64
Peru|ocotepeque|789|2013|Arabica|66
Ethiopia|santa rosa|175|2014|Arabica|84
India|san marcos|848|2012|Arabica|80
Peru|ocotepeque|1371|2010|Arabica|81
Peru|oriente|247|2011|Arabica|72
Nicaragua|kiambu|683|2012|Arabica|64
Mexico|ocotepeque|1234|2010|Arabica|72
Sumatra|kiambu|126|2010|Arabica|60
Brazil|jalapa|1677|2013|Arabica|63
Peru|santa rosa|1817|2012|Arabica|62
Mexico|comayagua|1900|2012|Arabica|62
Brazil|oriente|978|2016|Arabica|84
Mexico|san marcos|592|2012|Arabica|64
India|vercruz|1996|2010|Arabica|72
Nicaragua|kiambu|569|2016|Arabica|85
Colombia|oriente|1710|2014|Arabica|60
Ethiopia|huehuetenango|130|2011|Robusta|82
Mexico|comayagua|1735|2016|Arabica|77
India|ocotepeque|1766|2015|Arabica|87
Nicaragua|ocotepeque|524|2010|Robusta|74
Sumatra|kiambu|1482|2014|Robusta|64
Brazil|vercruz|1733|2012|Arabica|77
Peru|santa rosa|1070|2017|Arabica|83
Colombia|oriente|223|2016|Arabica|78
Brazil|ocotepeque|1366|2014|Arabica|87
Colombia|vercruz|1583|2015|Arabica|61
Mexico|dala|1809|2018|Arabica|71
Ethiopia|ocotepeque|686|2017|Arabica|80
India|san marcos|475|2010|Arabica|76
Brazil|kiambu|273|2014|Arabica|65
Mexico|dala|181|2017|Arabica|66
Guatemala|huehuetenango|102|2010|Arabica|77
Nicaragua|santa rosa|1987|2018|Arabica|77
Peru|huehuetenango|190|2018|Arabica|80
Brazil|comayagua|786|2017|Arabica|69
Ethiopia|comayagua|970|2011|Arabica|70
Ethiopia|huehuetenango|603|2016|Arabica|77
India|jalapa|527|2010|Arabica|89
Nicaragua|ocotepeque|310|2010|Arabica|71
Colombia|jalapa|1346|2011|Arabica|77
Brazil|comayagua|1745|2013|Arabica|62
Peru|oriente|1174|2015|Arabica|80
Nicaragua|santa rosa|157|2010|Arabica|74
Mexico|comayagua|81|2010|Arabica|69
Colombia|huehuetenango|238|2012|Robusta|75
Vietnam|kiambu|433|2018|Arabica|75
Colombia|dala|1051|2013|Arabica|89
Vietnam|vercruz|195|2017|Arabica|64
Sumatra|dala|1719|2010|Arabica|79
Sumatra|santa rosa|827|2016|Arabica|70
Guatemala|kiambu|1206|2014|Arabica|68
Guatemala|dala|842|2015|Arabica|74
Ethiopia|vercruz|888|2016|Arabica|75
Vietnam|jalapa|1791|2011|Arabica|80
Guatemala|oriente|1732|2013|Arabica|61
Mexico|kiambu|603|2014|Arabica|72
Ethiopia|santa rosa|1396|2011|Arabica|67
Peru|oriente|613|2012|Arabica|73
Nicaragua|oriente|455|2014|Arabica|83
Guatemala|comayagua|465|2014|Robusta|64
Nicaragua|oriente|1715|2013|Arabica|74
Sumatra|dala|786|2016|Arabica|75
Peru|comayagua|1270|2016|Arabica|74
Nicaragua|kiambu|707|2012|Arabica|86
Sumatra|huehuetenango|1023|2015|Arabica|75
Vietnam|kiambu|227|2013|Arabica|83
Mexico|kiambu|329|2011|Arabica|75
Guatemala|comayagua|1202|2016|Arabica|61
Nicaragua|kiambu|160|2018|Arabica|69
Nicaragua|vercruz|20|2010|Arabica|87
Colombia|santa rosa|671|2017|Arabica|84
Peru|huehuetenango|1779|2018|Arabica|85
Colombia|comayagua|1379|2016|Arabica|75
Brazil|jalapa|1977|2011|Arabica|68
Colombia|comayagua|330|2012|Arabica|84
Guatemala|dala|1081|2018|Arabica|76
Guatemala|san marcos|1811|2015|Arabica|87
Nicaragua|jalapa|466|2013|Arabica|83
Vietnam|san marcos|659|2015|Arabica|87
Brazil|oriente|960|2015|Arabica|88
Nicaragua|oriente|1473|2018|Arabica|90
Peru|vercruz|1874|2011|Arabica|69
Ethiopia|huehuetenango|1671|2011|Arabica|77
Mexico|ocotepeque|1445|2012|Arabica|76
Sumatra|dala|297|2013|Arabica|88
Guatemala|kiambu|1961|2011|Arabica|80
Colombia|kiambu|46|2015|Robusta|63
Mexico|ocotepeque|1538|2015|Arabica|71
Colombia|oriente|1173|2011|Arabica|84
Mexico|jalapa|57|2012|Arabica|70
Peru|huehuetenango|1326|2017|Arabica|70
Ethiopia|vercruz|10|2017|Arabica|66
Peru|santa rosa|1293|2016|Arabica|64
Mexico|oriente|519|2011|Arabica|61
Mexico|vercruz|642|2018|Robusta|78
Colombia|vercruz|512|2011|Arabica|61
Vietnam|dala|1982|2014|Arabica|76
Sumatra|dala|1242|2010|Arabica|65
Peru|vercruz|1767|2018|Arabica|90
Sumatra|vercruz|629|2017|Arabica|90
Nicaragua|ocotepeque|5|2012|Arabica|69
Colombia|comayagua|1080|2016|Arabica|67
India|san marcos|617|2010|Arabica|67
Ethiopia|ocotepeque|794|2018|Arabica|62
Nicaragua|ocotepeque|516|2018|Arabica|72
Nicaragua|dala|606|2011|Arabica|61
Colombia|huehuetenango|753|2016|Arabica|75
Brazil|dala|1952|2013|Arabica|77
Nicaragua|san marcos|1449|2017|Arabica|75
Peru|san marcos|415|2010|Arabica|74
Ethiopia|comayagua|83|2018|Arabica|79
Peru|kiambu|747|2010|Arabica|85
Nicaragua|ocotepeque|1065|2010|Arabica|75
Ethiopia|jalapa|1362|2015|Arabica|84
Colombia|ocotepeque|246|2013|Arabica|67
Ethiopia|dala|1238|2016|Arabica|87
Colombia|santa rosa|1199|2012|Arabica|64
Vietnam|comayagua|1103|2011|Arabica|71
India|oriente|1020|2013|Arabica|68
Brazil|oriente|1057|2018|Arabica|70
India|huehuetenango|312|2015|Arabica|90
Nicaragua|santa rosa|1550|2017|Arabica|70
Ethiopia|huehuetenango|1913|2013|Arabica|85
Mexico|huehuetenango|319|2010|Arabica|83
Nicaragua|kiambu|161|2016|Arabica|62
Brazil|dala|121|2017|Arabica|70
Peru|san marcos|128|2017|Arabica|90
Ethiopia|oriente|1753|2017|Arabica|63
Peru|san marcos|246|2012|Arabica|84
Ethiopia|jalapa|920|2014|Arabica|83
Guatemala|dala|849|2010|Arabica|83
Colombia|jalapa|207|2013|Robusta|86
Brazil|vercruz|1970|2018|Arabica|89
Ethiopia|ocotepeque|1995|2013|Robusta|62
India|huehuetenango|1405|2014|Arabica|68
Mexico|jalapa|488|2018|Arabica|67
Colombia|dala|802|2017|Arabica|84
Mexico|san marcos|817|2013|Robusta|62
Vietnam|santa rosa|232|2012|Robusta|74
Peru|comayagua|1187|2010|Arabica|84
Nicaragua|jalapa|125|2013|Arabica|81
Nicaragua|comayagua|1445|2010|Arabica|83
Vietnam|vercruz|1535|2012|Arabica|70
India|huehuetenango|574|2013|Arabica|75
Vietnam|ocotepeque|835|2013|Arabica|82
Vietnam|huehuetenango|413|2016|Arabica|77
Sumatra|jalapa|1430|2010|Arabica|76
Guatemala|vercruz|1980|2014|Arabica|63
India|san marcos|182|2011|Arabica|61
Nicaragua|santa rosa|348|2016|Robusta|62
India|jalapa|38|2015|Robusta|61
Sumatra|ocotepeque|1427|2014|Robusta|73
Colombia|huehuetenango|902|2010|Arabica|69
Guatemala|dala|1963|2015|Arabica|80
India|ocotepeque|396|2015|Arabica|83
Peru|ocotepeque|35|2010|Arabica|65
Ethiopia|jalapa|1681|2015|Arabica|89
Brazil|comayagua|1281|2012|Arabica|73
Colombia|dala|811|2014|Arabica|60
Mexico|kiambu|689|2011|Arabica|76
India|kiambu|1249|2015|Robusta|76
Vietnam|jalapa|334|2014|Arabica|69
Vietnam|san marcos|1071|2015|Arabica|84
Nicaragua|vercruz|1664|2011|Arabica|77
Guatemala|dala|1483|2012|Arabica|78
Vietnam|oriente|581|2011|Arabica|88
Nicaragua|san marcos|1059|2010|Arabica|86
Nicaragua|dala|1337|2016|Arabica|82
Colombia|jalapa|119|2014|Robusta|63
India|vercruz|1514|2012|Arabica|79
Brazil|oriente|1662|2018|Robusta|90
Ethiopia|kiambu|1487|2014|Arabica|85
Brazil|comayagua|753|2014|Arabica|61
Nicaragua|kiambu|1404|2014|Arabica|83
Peru|ocotepeque|345|2014|Arabica|75
Brazil|san marcos|1849|2014|Arabica|84
Colombia|vercruz|1418|2016|Arabica|90
Guatemala|jalapa|666|2018|Arabica|76
Nicaragua|jalapa|119|2014|Robusta|90
Vietnam|dala|1337|2016|Arabica|82
